,0,1,Month,Actual year,index1,Date,All property types,City
4330,September,2002,September,2002,4330,Sep-02,"£43,858",stoke-on-trent
4331,October,2002,October,2002,4331,Oct-02,"£45,790",stoke-on-trent
4332,November,2002,November,2002,4332,Nov-02,"£46,948",stoke-on-trent
4333,December,2002,December,2002,4333,Dec-02,"£48,003",stoke-on-trent
4334,January,2003,January,2003,4334,Jan-03,"£48,617",stoke-on-trent
4335,February,2003,February,2003,4335,Feb-03,"£48,663",stoke-on-trent
4336,March,2003,March,2003,4336,Mar-03,"£49,941",stoke-on-trent
4337,April,2003,April,2003,4337,Apr-03,"£49,788",stoke-on-trent
4338,May,2003,May,2003,4338,May-03,"£51,222",stoke-on-trent
4339,June,2003,June,2003,4339,Jun-03,"£51,923",stoke-on-trent
4340,July,2003,July,2003,4340,Jul-03,"£52,990",stoke-on-trent
4341,August,2003,August,2003,4341,Aug-03,"£54,684",stoke-on-trent
4342,September,2003,September,2003,4342,Sep-03,"£55,539",stoke-on-trent
4343,October,2003,October,2003,4343,Oct-03,"£58,234",stoke-on-trent
4344,November,2003,November,2003,4344,Nov-03,"£59,595",stoke-on-trent
4345,December,2003,December,2003,4345,Dec-03,"£62,425",stoke-on-trent
4346,January,2004,January,2004,4346,Jan-04,"£62,995",stoke-on-trent
4347,February,2004,February,2004,4347,Feb-04,"£64,161",stoke-on-trent
4348,March,2004,March,2004,4348,Mar-04,"£64,111",stoke-on-trent
4349,April,2004,April,2004,4349,Apr-04,"£66,254",stoke-on-trent
4350,May,2004,May,2004,4350,May-04,"£69,317",stoke-on-trent
4351,June,2004,June,2004,4351,Jun-04,"£73,667",stoke-on-trent
4352,July,2004,July,2004,4352,Jul-04,"£77,085",stoke-on-trent
4353,August,2004,August,2004,4353,Aug-04,"£78,760",stoke-on-trent
4354,September,2004,September,2004,4354,Sep-04,"£79,505",stoke-on-trent
4355,October,2004,October,2004,4355,Oct-04,"£80,653",stoke-on-trent
4356,November,2004,November,2004,4356,Nov-04,"£81,375",stoke-on-trent
4357,December,2004,December,2004,4357,Dec-04,"£82,820",stoke-on-trent
4358,January,2005,January,2005,4358,Jan-05,"£81,777",stoke-on-trent
4359,February,2005,February,2005,4359,Feb-05,"£82,154",stoke-on-trent
4360,March,2005,March,2005,4360,Mar-05,"£81,929",stoke-on-trent
4361,April,2005,April,2005,4361,Apr-05,"£84,444",stoke-on-trent
4362,May,2005,May,2005,4362,May-05,"£85,769",stoke-on-trent
4363,June,2005,June,2005,4363,Jun-05,"£87,776",stoke-on-trent
4364,July,2005,July,2005,4364,Jul-05,"£87,888",stoke-on-trent
4365,August,2005,August,2005,4365,Aug-05,"£88,821",stoke-on-trent
4366,September,2005,September,2005,4366,Sep-05,"£88,856",stoke-on-trent
4367,October,2005,October,2005,4367,Oct-05,"£89,422",stoke-on-trent
4368,November,2005,November,2005,4368,Nov-05,"£90,317",stoke-on-trent
4369,December,2005,December,2005,4369,Dec-05,"£91,149",stoke-on-trent
4370,January,2006,January,2006,4370,Jan-06,"£91,084",stoke-on-trent
4371,February,2006,February,2006,4371,Feb-06,"£89,998",stoke-on-trent
4372,March,2006,March,2006,4372,Mar-06,"£89,995",stoke-on-trent
4373,April,2006,April,2006,4373,Apr-06,"£91,588",stoke-on-trent
4374,May,2006,May,2006,4374,May-06,"£94,762",stoke-on-trent
4375,June,2006,June,2006,4375,Jun-06,"£95,783",stoke-on-trent
4376,July,2006,July,2006,4376,Jul-06,"£96,192",stoke-on-trent
4377,August,2006,August,2006,4377,Aug-06,"£95,157",stoke-on-trent
4378,September,2006,September,2006,4378,Sep-06,"£97,074",stoke-on-trent
4379,October,2006,October,2006,4379,Oct-06,"£98,624",stoke-on-trent
4380,November,2006,November,2006,4380,Nov-06,"£99,929",stoke-on-trent
4381,December,2006,December,2006,4381,Dec-06,"£100,093",stoke-on-trent
4382,January,2007,January,2007,4382,Jan-07,"£98,582",stoke-on-trent
4383,February,2007,February,2007,4383,Feb-07,"£98,831",stoke-on-trent
4384,March,2007,March,2007,4384,Mar-07,"£97,418",stoke-on-trent
4385,April,2007,April,2007,4385,Apr-07,"£100,028",stoke-on-trent
4386,May,2007,May,2007,4386,May-07,"£101,830",stoke-on-trent
4387,June,2007,June,2007,4387,Jun-07,"£105,057",stoke-on-trent
4388,July,2007,July,2007,4388,Jul-07,"£105,735",stoke-on-trent
4389,August,2007,August,2007,4389,Aug-07,"£105,956",stoke-on-trent
4390,September,2007,September,2007,4390,Sep-07,"£107,181",stoke-on-trent
4391,October,2007,October,2007,4391,Oct-07,"£108,528",stoke-on-trent
4392,November,2007,November,2007,4392,Nov-07,"£108,489",stoke-on-trent
4393,December,2007,December,2007,4393,Dec-07,"£105,521",stoke-on-trent
4394,January,2008,January,2008,4394,Jan-08,"£104,188",stoke-on-trent
4395,February,2008,February,2008,4395,Feb-08,"£104,071",stoke-on-trent
4396,March,2008,March,2008,4396,Mar-08,"£105,399",stoke-on-trent
4397,April,2008,April,2008,4397,Apr-08,"£104,256",stoke-on-trent
4398,May,2008,May,2008,4398,May-08,"£103,894",stoke-on-trent
4399,June,2008,June,2008,4399,Jun-08,"£105,179",stoke-on-trent
4400,July,2008,July,2008,4400,Jul-08,"£105,652",stoke-on-trent
4401,August,2008,August,2008,4401,Aug-08,"£104,642",stoke-on-trent
4402,September,2008,September,2008,4402,Sep-08,"£102,575",stoke-on-trent
4403,October,2008,October,2008,4403,Oct-08,"£100,884",stoke-on-trent
4404,November,2008,November,2008,4404,Nov-08,"£98,889",stoke-on-trent
4405,December,2008,December,2008,4405,Dec-08,"£97,781",stoke-on-trent
4406,January,2009,January,2009,4406,Jan-09,"£94,953",stoke-on-trent
4407,February,2009,February,2009,4407,Feb-09,"£92,248",stoke-on-trent
4408,March,2009,March,2009,4408,Mar-09,"£87,519",stoke-on-trent
4409,April,2009,April,2009,4409,Apr-09,"£87,723",stoke-on-trent
4410,May,2009,May,2009,4410,May-09,"£88,622",stoke-on-trent
4411,June,2009,June,2009,4411,Jun-09,"£90,790",stoke-on-trent
4412,July,2009,July,2009,4412,Jul-09,"£90,379",stoke-on-trent
4413,August,2009,August,2009,4413,Aug-09,"£92,246",stoke-on-trent
4414,September,2009,September,2009,4414,Sep-09,"£91,278",stoke-on-trent
4415,October,2009,October,2009,4415,Oct-09,"£92,150",stoke-on-trent
4416,November,2009,November,2009,4416,Nov-09,"£90,093",stoke-on-trent
4417,December,2009,December,2009,4417,Dec-09,"£92,167",stoke-on-trent
4418,January,2010,January,2010,4418,Jan-10,"£90,848",stoke-on-trent
4419,February,2010,February,2010,4419,Feb-10,"£92,077",stoke-on-trent
4420,March,2010,March,2010,4420,Mar-10,"£89,208",stoke-on-trent
4421,April,2010,April,2010,4421,Apr-10,"£92,189",stoke-on-trent
4422,May,2010,May,2010,4422,May-10,"£92,161",stoke-on-trent
4423,June,2010,June,2010,4423,Jun-10,"£94,194",stoke-on-trent
4424,July,2010,July,2010,4424,Jul-10,"£93,674",stoke-on-trent
4425,August,2010,August,2010,4425,Aug-10,"£93,432",stoke-on-trent
4426,September,2010,September,2010,4426,Sep-10,"£93,179",stoke-on-trent
4427,October,2010,October,2010,4427,Oct-10,"£91,454",stoke-on-trent
4428,November,2010,November,2010,4428,Nov-10,"£90,713",stoke-on-trent
4429,December,2010,December,2010,4429,Dec-10,"£89,318",stoke-on-trent
4430,January,2011,January,2011,4430,Jan-11,"£87,825",stoke-on-trent
4431,February,2011,February,2011,4431,Feb-11,"£85,697",stoke-on-trent
4432,March,2011,March,2011,4432,Mar-11,"£84,176",stoke-on-trent
4433,April,2011,April,2011,4433,Apr-11,"£85,043",stoke-on-trent
4434,May,2011,May,2011,4434,May-11,"£86,195",stoke-on-trent
4435,June,2011,June,2011,4435,Jun-11,"£87,459",stoke-on-trent
4436,July,2011,July,2011,4436,Jul-11,"£87,303",stoke-on-trent
4437,August,2011,August,2011,4437,Aug-11,"£87,920",stoke-on-trent
4438,September,2011,September,2011,4438,Sep-11,"£88,877",stoke-on-trent
4439,October,2011,October,2011,4439,Oct-11,"£88,949",stoke-on-trent
4440,November,2011,November,2011,4440,Nov-11,"£89,667",stoke-on-trent
4441,December,2011,December,2011,4441,Dec-11,"£88,944",stoke-on-trent
4442,January,2012,January,2012,4442,Jan-12,"£89,580",stoke-on-trent
4443,February,2012,February,2012,4443,Feb-12,"£87,815",stoke-on-trent
4444,March,2012,March,2012,4444,Mar-12,"£87,445",stoke-on-trent
4445,April,2012,April,2012,4445,Apr-12,"£86,830",stoke-on-trent
4446,May,2012,May,2012,4446,May-12,"£88,241",stoke-on-trent
4447,June,2012,June,2012,4447,Jun-12,"£88,961",stoke-on-trent
4448,July,2012,July,2012,4448,Jul-12,"£88,698",stoke-on-trent
4449,August,2012,August,2012,4449,Aug-12,"£88,671",stoke-on-trent
4450,September,2012,September,2012,4450,Sep-12,"£88,799",stoke-on-trent
4451,October,2012,October,2012,4451,Oct-12,"£88,304",stoke-on-trent
4452,November,2012,November,2012,4452,Nov-12,"£87,029",stoke-on-trent
4453,December,2012,December,2012,4453,Dec-12,"£87,237",stoke-on-trent
4454,January,2013,January,2013,4454,Jan-13,"£88,092",stoke-on-trent
4455,February,2013,February,2013,4455,Feb-13,"£88,572",stoke-on-trent
4456,March,2013,March,2013,4456,Mar-13,"£87,312",stoke-on-trent
4457,April,2013,April,2013,4457,Apr-13,"£86,592",stoke-on-trent
4458,May,2013,May,2013,4458,May-13,"£87,411",stoke-on-trent
4459,June,2013,June,2013,4459,Jun-13,"£88,893",stoke-on-trent
4460,July,2013,July,2013,4460,Jul-13,"£91,253",stoke-on-trent
4461,August,2013,August,2013,4461,Aug-13,"£91,808",stoke-on-trent
4462,September,2013,September,2013,4462,Sep-13,"£91,399",stoke-on-trent
4463,October,2013,October,2013,4463,Oct-13,"£89,904",stoke-on-trent
4464,November,2013,November,2013,4464,Nov-13,"£89,754",stoke-on-trent
4465,December,2013,December,2013,4465,Dec-13,"£90,194",stoke-on-trent
4466,January,2014,January,2014,4466,Jan-14,"£90,393",stoke-on-trent
4467,February,2014,February,2014,4467,Feb-14,"£90,546",stoke-on-trent
4468,March,2014,March,2014,4468,Mar-14,"£90,189",stoke-on-trent
4469,April,2014,April,2014,4469,Apr-14,"£91,010",stoke-on-trent
4470,May,2014,May,2014,4470,May-14,"£91,381",stoke-on-trent
4471,June,2014,June,2014,4471,Jun-14,"£93,336",stoke-on-trent
4472,July,2014,July,2014,4472,Jul-14,"£93,604",stoke-on-trent
4473,August,2014,August,2014,4473,Aug-14,"£94,614",stoke-on-trent
4474,September,2014,September,2014,4474,Sep-14,"£93,343",stoke-on-trent
4475,October,2014,October,2014,4475,Oct-14,"£92,635",stoke-on-trent
4476,November,2014,November,2014,4476,Nov-14,"£91,914",stoke-on-trent
4477,December,2014,December,2014,4477,Dec-14,"£91,824",stoke-on-trent
4478,January,2015,January,2015,4478,Jan-15,"£91,581",stoke-on-trent
4479,February,2015,February,2015,4479,Feb-15,"£91,857",stoke-on-trent
4480,March,2015,March,2015,4480,Mar-15,"£91,417",stoke-on-trent
4481,April,2015,April,2015,4481,Apr-15,"£93,576",stoke-on-trent
4482,May,2015,May,2015,4482,May-15,"£94,475",stoke-on-trent
4483,June,2015,June,2015,4483,Jun-15,"£96,547",stoke-on-trent
4484,July,2015,July,2015,4484,Jul-15,"£96,836",stoke-on-trent
4485,August,2015,August,2015,4485,Aug-15,"£96,480",stoke-on-trent
4486,September,2015,September,2015,4486,Sep-15,"£96,864",stoke-on-trent
4487,October,2015,October,2015,4487,Oct-15,"£98,161",stoke-on-trent
4488,November,2015,November,2015,4488,Nov-15,"£99,270",stoke-on-trent
4489,December,2015,December,2015,4489,Dec-15,"£99,527",stoke-on-trent
4490,January,2016,January,2016,4490,Jan-16,"£98,863",stoke-on-trent
4491,February,2016,February,2016,4491,Feb-16,"£98,457",stoke-on-trent
4492,March,2016,March,2016,4492,Mar-16,"£96,364",stoke-on-trent
4493,April,2016,April,2016,4493,Apr-16,"£97,388",stoke-on-trent
4494,May,2016,May,2016,4494,May-16,"£99,489",stoke-on-trent
4495,June,2016,June,2016,4495,Jun-16,"£103,497",stoke-on-trent
4496,July,2016,July,2016,4496,Jul-16,"£103,124",stoke-on-trent
4497,August,2016,August,2016,4497,Aug-16,"£103,281",stoke-on-trent
4498,September,2016,September,2016,4498,Sep-16,"£102,326",stoke-on-trent
4499,October,2016,October,2016,4499,Oct-16,"£103,202",stoke-on-trent
4500,November,2016,November,2016,4500,Nov-16,"£102,255",stoke-on-trent
4501,December,2016,December,2016,4501,Dec-16,"£102,469",stoke-on-trent
4502,January,2017,January,2017,4502,Jan-17,"£101,506",stoke-on-trent
4503,February,2017,February,2017,4503,Feb-17,"£101,928",stoke-on-trent
4504,March,2017,March,2017,4504,Mar-17,"£101,914",stoke-on-trent
4505,April,2017,April,2017,4505,Apr-17,"£104,114",stoke-on-trent
4506,May,2017,May,2017,4506,May-17,"£104,375",stoke-on-trent
4507,June,2017,June,2017,4507,Jun-17,"£105,440",stoke-on-trent
4508,July,2017,July,2017,4508,Jul-17,"£105,027",stoke-on-trent
4509,August,2017,August,2017,4509,Aug-17,"£106,122",stoke-on-trent
4510,September,2017,September,2017,4510,Sep-17,"£105,955",stoke-on-trent
4511,October,2017,October,2017,4511,Oct-17,"£106,474",stoke-on-trent
4512,November,2017,November,2017,4512,Nov-17,"£106,184",stoke-on-trent
4513,December,2017,December,2017,4513,Dec-17,"£107,501",stoke-on-trent
4514,January,2018,January,2018,4514,Jan-18,"£107,310",stoke-on-trent
4515,February,2018,February,2018,4515,Feb-18,"£107,248",stoke-on-trent
